NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
65,서울특별시 노원구 공릉동,5**,8m미만,18,전세,202408,24,"4,000",0,2017,동일로184길,202409~202609,신규,-,,,단독다가구
66,서울특별시 노원구 하계동,6*,12m미만,42.61,전세,202408,24,"22,000",0,1996,공릉로58다길,202410~202610,신규,-,,,단독다가구
67,서울특별시 노원구 공릉동,6**,12m미만,56,월세,202408,23,"2,000",70,2013,동일로173길,202408~202608,신규,-,,,단독다가구
68,서울특별시 노원구 상계동,1**,8m미만,15.49,월세,202408,23,500,40,2011,노원로26나길,202409~202609,신규,-,,,단독다가구
69,서울특별시 노원구 상계동,1***,8m미만,48,월세,202408,23,500,40,1997,상계로33길,202408~202608,신규,-,,,단독다가구
70,서울특별시 노원구 상계동,4**,12m미만,31.44,월세,202408,22,"1,000",40,1995,한글비석로31가길,202408~202608,신규,-,,,단독다가구
71,서울특별시 노원구 공릉동,4**,8m미만,25,월세,202408,22,500,30,2012,공릉로46가길,202408~202508,신규,-,,,단독다가구
72,서울특별시 노원구 공릉동,5**,12m미만,30,전세,202408,22,"5,000",0,2007,동일로176길,202409~202609,신규,-,,,단독다가구
73,서울특별시 노원구 상계동,3**,12m미만,51.33,월세,202408,22,"12,000",30,2002,상계로18길,202410~202610,신규,-,,,단독다가구
74,서울특별시 노원구 공릉동,1**,8m미만,21,월세,202408,22,500,43,2004,화랑로51가길,202408~202508,신규,-,,,단독다가구
75,서울특별시 노원구 공릉동,5**,12m미만,16,전세,202408,22,"5,000",0,,동일로176길,202409~202609,갱신,-,"5,000",0,단독다가구
76,서울특별시 노원구 상계동,1***,8m미만,33,월세,202408,22,50,30,1996,상계로35길,202409~202609,신규,-,,,단독다가구
77,서울특별시 노원구 상계동,1**,12m미만,188.16,월세,202408,22,200,45,2012,한글비석로24라길,202409~202410,신규,-,,,단독다가구
78,서울특별시 노원구 상계동,3**,8m미만,15.84,전세,202408,22,"7,000",0,1992,상계로24길,202409~202609,신규,-,,,단독다가구
79,서울특별시 노원구 상계동,3**,8m미만,15.84,월세,202408,22,"7,000",22,1992,상계로24길,202409~202609,신규,-,,,단독다가구
80,서울특별시 노원구 상계동,3**,12m미만,56.26,월세,202408,21,"5,000",50,1971,한글비석로31길,202409~202609,신규,-,,,단독다가구
81,서울특별시 노원구 공릉동,5**,8m미만,12,월세,202408,21,300,28,2010,동일로173가길,202408~202508,신규,-,,,단독다가구
82,서울특별시 노원구 공릉동,6**,8m미만,20.16,월세,202408,21,"1,000",50,1990,동일로174길,202410~202510,신규,-,,,단독다가구
83,서울특별시 노원구 공릉동,5**,8m미만,18,월세,202408,21,"1,000",45,2017,동일로182길,202409~202508,신규,-,,,단독다가구
84,서울특별시 노원구 상계동,7*,-,52.3,월세,202408,21,"3,000",30,1995,덕릉로122길,202408~202608,갱신,-,"8,000",0,단독다가구
85,서울특별시 노원구 상계동,1**,8m미만,51.55,전세,202408,21,"12,000",0,1992,한글비석로24아길,202409~202609,신규,-,,,단독다가구
86,서울특별시 노원구 상계동,1**,12m미만,51,월세,202408,21,"3,000",50,1996,한글비석로39길,-,-,-,,,단독다가구
87,서울특별시 노원구 공릉동,4**,8m미만,18,월세,202408,21,300,30,2013,공릉로41마길,202408~202508,신규,-,,,단독다가구
88,서울특별시 노원구 공릉동,3**,12m미만,13,월세,202408,21,500,40,2016,공릉로29길,202409~202509,신규,-,,,단독다가구
89,서울특별시 노원구 공릉동,1**,12m미만,16.5,월세,202408,21,500,35,2007,화랑로51가길,202409~202502,신규,-,,,단독다가구
90,서울특별시 노원구 공릉동,4**,8m미만,16,전세,202408,20,"6,000",0,2016,공릉로41나길,-,-,-,,,단독다가구
91,서울특별시 노원구 공릉동,6**,12m미만,20,월세,202408,20,500,40,2013,동일로173길,202408~202608,신규,-,,,단독다가구
92,서울특별시 노원구 공릉동,1**,8m미만,23.1,월세,202408,20,"1,000",50,2016,화랑로51가길,202408~202508,신규,-,,,단독다가구
93,서울특별시 노원구 공릉동,5**,8m미만,15,월세,202408,20,300,32,2011,동일로182길,202408~202508,신규,-,,,단독다가구
94,서울특별시 노원구 공릉동,5**,8m미만,18,월세,202408,20,500,30,2017,동일로184길,202409~202509,신규,-,,,단독다가구
95,서울특별시 노원구 공릉동,3**,25m미만,49.58,전세,202408,20,"14,000",0,2012,동일로191길,202410~202610,신규,-,,,단독다가구
96,서울특별시 노원구 공릉동,6**,12m미만,60,월세,202408,19,"3,000",70,2013,동일로173길,202408~202608,신규,-,,,단독다가구
97,서울특별시 노원구 공릉동,5**,8m미만,13.2,월세,202408,19,300,35,2011,동일로182길,202408~202508,신규,-,,,단독다가구
98,서울특별시 노원구 공릉동,3**,8m미만,18,월세,202408,19,"1,000",50,2017,공릉로41길,202408~202508,신규,-,,,단독다가구
99,서울특별시 노원구 상계동,1**,8m미만,36.56,월세,202408,19,500,28,1997,상계로12길,202409~202609,신규,-,,,단독다가구
100,서울특별시 노원구 상계동,1***,8m미만,21.09,월세,202408,19,500,36,2010,동일로,202408~202608,신규,-,,,단독다가구
101,서울특별시 노원구 공릉동,6**,25m미만,15,월세,202408,19,"1,000",30,2009,공릉로20가길,202408~202608,신규,-,,,단독다가구
102,서울특별시 노원구 공릉동,5**,8m미만,15,월세,202408,19,"1,000",35,2011,동일로186길,202408~202502,신규,-,,,단독다가구
103,서울특별시 노원구 하계동,7*,12m미만,18.18,월세,202408,19,500,50,1996,공릉로,202408~202508,신규,-,,,단독다가구
104,서울특별시 노원구 공릉동,6**,12m미만,56,월세,202408,19,"5,000",65,2013,동일로173길,202409~202609,신규,-,,,단독다가구
105,서울특별시 노원구 공릉동,4**,8m미만,16,월세,202408,17,500,45,2016,공릉로43길,202408~202508,신규,-,,,단독다가구
106,서울특별시 노원구 공릉동,3**,8m미만,16,월세,202408,17,"3,000",33,2017,동일로190길,202408~202508,신규,-,,,단독다가구
107,서울특별시 노원구 공릉동,3**,8m미만,18,전세,202408,17,"8,000",0,2017,동일로195길,202408~202508,신규,-,,,단독다가구
108,서울특별시 노원구 공릉동,5**,12m미만,18,월세,202408,17,"3,000",30,2012,동일로186길,202409~202508,신규,-,,,단독다가구
109,서울특별시 노원구 공릉동,5**,8m미만,16,전세,202408,17,"4,000",0,2012,동일로182길,202408~202608,신규,-,,,단독다가구
110,서울특별시 노원구 공릉동,3**,8m미만,20,월세,202408,16,"1,000",50,2010,동일로190길,202409~202509,신규,-,,,단독다가구
111,서울특별시 노원구 공릉동,6**,25m미만,39.71,전세,202408,16,"17,000",0,2015,섬밭로,202410~202610,신규,-,,,단독다가구
112,서울특별시 노원구 공릉동,3**,12m미만,72.09,월세,202408,16,"12,000",40,2001,동일로187길,202409~202609,갱신,-,"8,000",35,단독다가구
113,서울특별시 노원구 공릉동,1**,8m미만,22,월세,202408,16,500,28,2006,화랑로51가길,202408~202508,신규,-,,,단독다가구
114,서울특별시 노원구 공릉동,1**,8m미만,16.5,월세,202408,16,"1,000",45,2010,화랑로51가길,202408~202502,신규,-,,,단독다가구
115,서울특별시 노원구 공릉동,2**,8m미만,152.12,월세,202408,15,200,40,2016,노원로1라길,202408~202502,신규,-,,,단독다가구
116,서울특별시 노원구 공릉동,6**,25m미만,16,월세,202408,15,"1,000",30,,공릉로20가길,202408~202608,신규,-,,,단독다가구
117,서울특별시 노원구 상계동,1**,8m미만,24.12,월세,202408,15,500,40,1993,한글비석로24나길,202408~202508,신규,-,,,단독다가구
118,서울특별시 노원구 공릉동,3**,8m미만,15,월세,202408,15,500,40,2017,동일로196길,202408~202508,신규,-,,,단독다가구
119,서울특별시 노원구 상계동,1**,8m미만,25,월세,202408,15,"1,000",40,2010,노원로26가길,202408~202411,신규,-,,,단독다가구
120,서울특별시 노원구 상계동,1**,8m미만,58.2,월세,202408,15,"14,000",40,1995,한글비석로24바길,202409~202609,신규,-,,,단독다가구
121,서울특별시 노원구 중계동,1**,12m미만,29.3,월세,202408,14,"1,000",45,,중계로16길,202408~202608,신규,-,,,단독다가구
122,서울특별시 노원구 공릉동,5**,8m미만,16,월세,202408,14,300,41,2011,동일로182길,202408~202508,신규,-,,,단독다가구
123,서울특별시 노원구 하계동,1**,8m미만,19,월세,202408,14,100,45,2015,공릉로,202408~202608,신규,-,,,단독다가구
124,서울특별시 노원구 상계동,1**,12m미만,57.96,월세,202408,14,"1,000",60,1993,상계로12길,202408~202608,신규,-,,,단독다가구
125,서울특별시 노원구 공릉동,5**,8m미만,18,월세,202408,13,"1,000",42,2011,동일로186길,202409~202508,신규,-,,,단독다가구
126,서울특별시 노원구 상계동,3**,8m미만,77.76,전세,202408,13,"20,000",0,1986,한글비석로37길,202408~202608,신규,-,,,단독다가구
127,서울특별시 노원구 상계동,1**,8m미만,16.87,전세,202408,13,"6,825",0,1993,한글비석로,202409~202609,갱신,사용,"6,500",0,단독다가구
128,서울특별시 노원구 상계동,3**,8m미만,30.27,전세,202408,13,"10,500",0,1993,한글비석로25길,202409~202609,갱신,-,"10,000",0,단독다가구
129,서울특별시 노원구 상계동,7*,-,57,월세,202408,13,"1,000",45,1991,덕릉로130길,202408~202608,신규,-,,,단독다가구
130,서울특별시 노원구 상계동,3**,8m미만,49.16,월세,202408,13,"13,000",30,1993,상계로24길,202409~202609,신규,-,,,단독다가구
131,서울특별시 노원구 상계동,1***,8m미만,20,월세,202408,13,500,45,2003,동일로237바길,202408~202608,신규,-,,,단독다가구
132,서울특별시 노원구 공릉동,6**,8m미만,40.5,전세,202408,13,"12,000",0,1989,화랑로,202409~202609,신규,-,,,단독다가구
133,서울특별시 노원구 상계동,4**,8m미만,248.55,전세,202408,13,"10,000",0,1984,한글비석로49길,202408~202608,신규,-,,,단독다가구
134,서울특별시 노원구 공릉동,3**,8m미만,15,전세,202408,13,"7,000",0,2010,공릉로33길,202409~202609,신규,-,,,단독다가구
135,서울특별시 노원구 공릉동,6**,8m미만,40.5,전세,202408,13,"11,000",0,1989,화랑로,202409~202609,신규,-,,,단독다가구
136,서울특별시 노원구 공릉동,5**,8m미만,20,월세,202408,12,"3,000",40,2010,동일로182길,202408~202608,신규,-,,,단독다가구
137,서울특별시 노원구 공릉동,2**,8m미만,16.53,전세,202408,12,"5,000",0,2012,공릉로34길,202408~202608,신규,-,,,단독다가구
138,서울특별시 노원구 상계동,1**,8m미만,27.5,월세,202408,12,200,34,1993,상계로12길,202408~202608,신규,-,,,단독다가구
139,서울특별시 노원구 월계동,2**,8m미만,15,월세,202408,12,500,35,2017,초안산로2길,202408~202602,신규,-,,,단독다가구
140,서울특별시 노원구 공릉동,4**,8m미만,18,월세,202408,12,500,43,1990,공릉로41다길,202408~202508,신규,-,,,단독다가구
141,서울특별시 노원구 공릉동,5**,8m미만,16,월세,202408,12,"1,000",45,2017,동일로182길,202409~202508,신규,-,,,단독다가구
142,서울특별시 노원구 공릉동,5**,12m미만,17,월세,202408,12,300,35,2008,동일로178길,202408~202508,신규,-,,,단독다가구
143,서울특별시 노원구 공릉동,5**,12m미만,52,월세,202408,11,"5,000",35,1997,동일로176길,202408~202608,갱신,-,"5,000",25,단독다가구
144,서울특별시 노원구 상계동,1***,8m미만,33.17,월세,202408,10,"1,000",60,2015,동일로239나길,202408~202608,신규,-,,,단독다가구
145,서울특별시 노원구 월계동,3**,8m미만,17,월세,202408,10,"1,000",39,2017,광운로19길,202408~202508,신규,-,,,단독다가구
146,서울특별시 노원구 공릉동,5**,12m미만,21.05,전세,202408,10,"4,500",0,,동일로176길,202408~202608,신규,-,,,단독다가구
147,서울특별시 노원구 공릉동,5**,8m미만,38,월세,202408,10,"12,500",10,2003,동일로175길,202409~202609,갱신,사용,"12,500",10,단독다가구
148,서울특별시 노원구 공릉동,6**,8m미만,16,월세,202408,10,500,44,2017,공릉로24길,202408~202508,신규,-,,,단독다가구
149,서울특별시 노원구 공릉동,5**,12m미만,21.05,전세,202408,10,"4,500",0,2007,동일로176길,202408~202608,신규,-,,,단독다가구
150,서울특별시 노원구 공릉동,2**,8m미만,12.5,월세,202408,10,"1,000",30,2017,공릉로34길,202408~202508,신규,-,,,단독다가구
151,서울특별시 노원구 공릉동,2**,12m미만,18,전세,202408,10,"7,000",0,2016,공릉로38길,202408~202608,신규,-,,,단독다가구
152,서울특별시 노원구 공릉동,4**,8m미만,16,월세,202408,10,500,45,2016,공릉로41라길,202408~202508,신규,-,,,단독다가구
153,서울특별시 노원구 공릉동,2**,8m미만,12,월세,202408,10,500,40,2017,노원로1라길,202408~202508,신규,-,,,단독다가구
154,서울특별시 노원구 공릉동,1**,12m미만,20,월세,202408,10,500,35,2007,화랑로51가길,202408~202502,신규,-,,,단독다가구
155,서울특별시 노원구 상계동,1***,8m미만,37.78,월세,202408,9,300,29,1996,동일로237길,202408~202608,신규,-,,,단독다가구
156,서울특별시 노원구 공릉동,5**,8m미만,18,월세,202408,9,"1,000",42,2011,동일로190길,202408~202508,신규,-,,,단독다가구
157,서울특별시 노원구 공릉동,1**,12m미만,26,월세,202408,9,"1,000",40,2006,화랑로51가길,202409~202508,신규,-,,,단독다가구
158,서울특별시 노원구 공릉동,4**,8m미만,16,월세,202408,9,300,27,2015,공릉로41나길,202408~202502,신규,-,,,단독다가구
159,서울특별시 노원구 상계동,1**,8m미만,162.73,월세,202408,9,300,25,1990,한글비석로36길,202408~202508,신규,-,,,단독다가구
160,서울특별시 노원구 상계동,1***,8m미만,15.41,월세,202408,9,200,39,1974,동일로230다길,202408~202608,신규,-,,,단독다가구
161,서울특별시 노원구 공릉동,5**,8m미만,74.67,월세,202408,9,"1,500",47,1992,동일로186길,202409~202609,갱신,사용,"1,500",45,단독다가구
162,서울특별시 노원구 공릉동,1**,12m미만,23.11,월세,202408,9,"1,000",40,2007,화랑로51가길,202408~202508,신규,-,,,단독다가구
163,서울특별시 노원구 중계동,1**,8m미만,20,월세,202408,8,300,30,1992,덕릉로,202408~202608,신규,-,,,단독다가구
164,서울특별시 노원구 중계동,9*,8m미만,23.75,전세,202408,8,"14,000",0,,중계로16가길,202408~202608,신규,-,,,단독다가구
165,서울특별시 노원구 하계동,1**,8m미만,20.18,월세,202408,8,500,50,2002,공릉로59가길,202408~202608,신규,-,,,단독다가구
166,서울특별시 노원구 월계동,3**,12m미만,53.38,월세,202408,8,"6,000",20,1992,광운로,202408~202602,신규,-,,,단독다가구
167,서울특별시 노원구 공릉동,5**,12m미만,14,월세,202408,8,500,40,,동일로184길,202408~202508,신규,-,,,단독다가구
168,서울특별시 노원구 공릉동,4**,8m미만,30,월세,202408,8,"1,000",43,2016,공릉로,202408~202508,신규,-,,,단독다가구
169,서울특별시 노원구 공릉동,3**,8m미만,48.79,월세,202408,8,"3,000",55,1996,공릉로33길,202408~202608,갱신,-,"3,000",50,단독다가구
170,서울특별시 노원구 공릉동,4**,8m미만,17,월세,202408,8,"1,000",39,2008,공릉로41다길,202408~202508,갱신,-,"1,000",35,단독다가구
171,서울특별시 노원구 공릉동,5**,8m미만,18,월세,202408,8,"1,000",50,2016,동일로180길,202408~202508,신규,-,,,단독다가구
172,서울특별시 노원구 공릉동,4**,12m미만,16,월세,202408,7,"1,000",32,2010,동일로183길,202408~202608,신규,-,,,단독다가구
173,서울특별시 노원구 월계동,2*,8m미만,63.5,전세,202408,7,"11,000",0,1987,화랑로47길,202408~202608,신규,-,,,단독다가구
174,서울특별시 노원구 월계동,3**,8m미만,15,월세,202408,7,"1,000",42,2016,광운로15길,-,-,-,,,단독다가구
175,서울특별시 노원구 공릉동,3**,8m미만,15,전세,202408,7,"6,500",0,2017,동일로196길,202408~202608,신규,-,,,단독다가구
176,서울특별시 노원구 공릉동,2**,8m미만,12.4,월세,202408,7,"1,000",40,2017,노원로1마길,202408~202508,신규,-,,,단독다가구
177,서울특별시 노원구 공릉동,5**,12m미만,21,월세,202408,7,"1,000",50,2003,동일로176길,202408~202608,신규,-,,,단독다가구
178,서울특별시 노원구 공릉동,2**,8m미만,17,월세,202408,6,"1,000",50,2011,노원로1길,202408~202602,신규,-,,,단독다가구
179,서울특별시 노원구 공릉동,5**,8m미만,24,월세,202408,6,"1,000",50,2013,동일로,202408~202608,신규,-,,,단독다가구
180,서울특별시 노원구 공릉동,5**,8m미만,16,월세,202408,6,"3,000",30,2016,동일로184길,202408~202508,신규,-,,,단독다가구
181,서울특별시 노원구 공릉동,3**,8m미만,18,월세,202408,6,500,38,2010,동일로190길,202408~202508,신규,-,,,단독다가구
182,서울특별시 노원구 공릉동,5**,8m미만,15.98,월세,202408,6,500,35,,동일로,202408~202508,신규,-,,,단독다가구
183,서울특별시 노원구 월계동,3**,8m미만,16.5,월세,202408,6,500,40,2015,광운로13길,202408~202508,신규,-,,,단독다가구
184,서울특별시 노원구 상계동,1***,12m미만,50,전세,202408,6,"5,000",0,1999,동일로237길,202409~202609,신규,-,,,단독다가구
185,서울특별시 노원구 상계동,3**,12m미만,61.05,전세,202408,6,"18,000",0,1991,상계로12길,202410~202610,갱신,-,"20,000",0,단독다가구
186,서울특별시 노원구 상계동,1**,8m미만,140.7,월세,202408,6,200,30,1992,한글비석로24사길,202405~202605,신규,-,,,단독다가구
187,서울특별시 노원구 상계동,1***,8m미만,46,월세,202408,6,"2,000",55,1994,동일로237다길,202408~202608,갱신,-,"1,000",55,단독다가구
188,서울특별시 노원구 공릉동,1**,8m미만,21,월세,202408,5,"1,000",45,2004,화랑로51가길,202408~202502,신규,-,,,단독다가구
189,서울특별시 노원구 공릉동,3**,8m미만,83.35,월세,202408,5,"10,000",60,1990,공릉로37길,202410~202610,신규,-,,,단독다가구
190,서울특별시 노원구 상계동,1**,8m미만,30.07,월세,202408,5,"2,000",15,1996,한글비석로24가길,202409~202609,신규,-,,,단독다가구
191,서울특별시 노원구 월계동,2**,8m미만,64.07,전세,202408,5,"20,000",0,1975,초안산로2길,202408~202608,신규,-,,,단독다가구
192,서울특별시 노원구 공릉동,5**,12m미만,16,월세,202408,5,500,43,2017,동일로184길,202408~202508,신규,-,,,단독다가구
193,서울특별시 노원구 공릉동,2**,8m미만,11.5,월세,202408,5,300,30,2016,노원로1길,202409~202509,신규,-,,,단독다가구
194,서울특별시 노원구 공릉동,2**,8m미만,12,월세,202408,5,500,40,2017,노원로1라길,202408~202508,신규,-,,,단독다가구
195,서울특별시 노원구 상계동,1**,8m미만,55.91,전세,202408,5,"15,000",0,1979,한글비석로39길,202410~202610,신규,-,,,단독다가구
