NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,위도,경도,구역
1036,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202208,12,8000,0,2015.0,광운로17길,-,-,-,,,단독다가구,37.6224818,127.0579185,1
1037,서울특별시 노원구 월계동,3**,25m미만,20.75,전세,202208,12,7100,0,1985.0,광운로,202208~202308,신규,-,,,단독다가구,37.6170606,127.0564595,1
1038,서울특별시 노원구 상계동,1***,8m미만,58.0,전세,202208,12,13000,0,1996.0,동일로237바길,202210~202410,신규,-,,,단독다가구,37.6739881,127.050163,7
1039,서울특별시 노원구 상계동,1**,8m미만,25.31,전세,202208,12,6500,0,1993.0,한글비석로36길,-,-,-,,,단독다가구,37.6644702,127.0733087,5
1040,서울특별시 노원구 상계동,3**,8m미만,33.0,전세,202208,12,8500,0,1994.0,상계로17길,202209~202409,신규,-,,,단독다가구,37.6583455,127.068244,5
1041,서울특별시 노원구 상계동,3**,8m미만,18.0,전세,202208,12,11000,0,2016.0,상계로18길,202209~202309,신규,-,,,단독다가구,37.6568547,127.0700566,5
1042,서울특별시 노원구 월계동,3**,8m미만,14.0,전세,202208,12,7500,0,2016.0,광운로17길,202208~202308,신규,-,,,단독다가구,37.6224818,127.0579185,1
1043,서울특별시 노원구 공릉동,3**,8m미만,12.0,전세,202208,12,7500,0,2017.0,동일로190길,202208~202308,신규,-,,,단독다가구,37.6266931,127.0757284,1
1044,서울특별시 노원구 공릉동,5**,8m미만,14.0,전세,202208,12,9000,0,2017.0,동일로180길,202209~202309,신규,-,,,단독다가구,37.622504,127.0759676,1
1045,서울특별시 노원구 상계동,1**,8m미만,49.98,전세,202208,12,5500,0,2017.0,한글비석로24나길,-,-,-,,,단독다가구,37.6625808,127.0715126,5
1048,서울특별시 노원구 월계동,5**,8m미만,16.5,전세,202208,11,7500,0,2016.0,광운로15길,202208~202308,신규,-,,,단독다가구,37.6217329,127.0584442,1
1049,서울특별시 노원구 공릉동,5**,12m미만,49.87,전세,202208,11,15000,0,2003.0,동일로176길,202208~202408,신규,-,,,단독다가구,37.6202735,127.0755948,1
1050,서울특별시 노원구 공릉동,5**,8m미만,22.0,전세,202208,11,9000,0,2016.0,동일로176길,202208~202308,신규,-,,,단독다가구,37.6202735,127.0755948,1
1051,서울특별시 노원구 공릉동,5**,12m미만,21.0,전세,202208,11,8800,0,2003.0,동일로176길,202208~202408,신규,-,,,단독다가구,37.6202735,127.0755948,1
1052,서울특별시 노원구 상계동,1***,12m미만,25.0,전세,202208,11,8000,0,1986.0,동일로242바길,-,-,-,,,단독다가구,37.6734261,127.0617193,7
1053,서울특별시 노원구 상계동,1**,12m미만,48.1,전세,202208,11,15000,0,1987.0,노원로26나길,202209~202409,신규,-,,,단독다가구,37.6542597,127.0694906,5
1055,서울특별시 노원구 상계동,1**,8m미만,59.85,전세,202208,11,6100,0,1995.0,한글비석로24라길,-,-,-,,,단독다가구,37.6662137,127.0697279,5
1061,서울특별시 노원구 공릉동,4**,8m미만,20.0,전세,202208,10,7300,0,2004.0,공릉로46가길,202208~202308,신규,-,,,단독다가구,37.6269524,127.0799771,2
1063,서울특별시 노원구 월계동,4**,8m미만,13.2,전세,202208,10,7500,0,2011.0,광운로2가길,202208~202308,신규,-,,,단독다가구,37.6174565,127.0588418,1
1064,서울특별시 노원구 월계동,4**,8m미만,16.5,전세,202208,10,9000,0,2016.0,광운로,202208~202308,신규,-,,,단독다가구,37.6170606,127.0564595,1
1067,서울특별시 노원구 상계동,1***,12m미만,19.8,전세,202208,9,9000,0,2009.0,동일로237가길,202208~202408,신규,-,,,단독다가구,37.6742304,127.05439,7
1068,서울특별시 노원구 공릉동,5**,8m미만,16.0,전세,202208,9,7000,0,2012.0,동일로186길,-,-,-,,,단독다가구,37.6253484,127.075036,1
1069,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202208,9,6100,0,2011.0,동일로182길,202208~202302,신규,-,,,단독다가구,37.6238518,127.0760651,1
1070,서울특별시 노원구 월계동,2**,8m미만,40.0,전세,202208,9,12500,0,2015.0,초안산로2길,202208~202408,신규,-,,,단독다가구,37.6338158,127.0582095,1
1071,서울특별시 노원구 상계동,7*,-,39.0,전세,202208,9,8500,0,1995.0,덕릉로126나길,202209~202409,신규,-,,,단독다가구,37.6706319,127.0842814,8
1076,서울특별시 노원구 상계동,3**,8m미만,30.27,전세,202208,8,10000,0,1993.0,한글비석로25길,-,-,-,,,단독다가구,37.660592,127.0704148,5
1077,서울특별시 노원구 상계동,3**,8m미만,35.0,전세,202208,8,9000,0,1993.0,상계로18길,-,-,-,,,단독다가구,37.6568547,127.0700566,5
1079,서울특별시 노원구 공릉동,5**,12m미만,16.0,전세,202208,8,8500,0,2017.0,동일로178길,-,-,-,,,단독다가구,37.6218701,127.0756461,1
1081,서울특별시 노원구 공릉동,4**,8m미만,15.0,전세,202208,8,9000,0,2016.0,공릉로41나길,202208~202308,신규,-,,,단독다가구,37.6250551,127.0788344,2
1083,서울특별시 노원구 하계동,6*,8m미만,19.83,전세,202208,8,9500,0,2007.0,공릉로58다길,202209~202409,신규,-,,,단독다가구,37.636632,127.0747614,3
1084,서울특별시 노원구 중계동,9*,8m미만,14.0,전세,202208,8,8500,0,1994.0,중계로14길,202208~202308,신규,-,,,단독다가구,37.6501075,127.0828271,4
1085,서울특별시 노원구 공릉동,5**,8m미만,43.0,전세,202208,7,18000,0,2016.0,동일로176길,202208~202408,신규,-,,,단독다가구,37.6202735,127.0755948,1
1086,서울특별시 노원구 상계동,3**,8m미만,31.24,전세,202208,6,6500,0,1992.0,한글비석로33길,-,-,-,,,단독다가구,37.6612038,127.0696442,5
1088,서울특별시 노원구 공릉동,2**,8m미만,20.0,전세,202208,6,7350,0,2009.0,공릉로,202208~202408,갱신,사용,"7,000",0.0,단독다가구,37.6393895,127.0693259,3
1089,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202208,6,6200,0,2010.0,광운로19가길,-,-,-,,,단독다가구,37.6247424,127.0592915,1
1090,서울특별시 노원구 상계동,1**,8m미만,26.4,전세,202208,6,4500,0,1992.0,상계로12길,-,-,-,,,단독다가구,37.6561017,127.0698992,5
1091,서울특별시 노원구 상계동,1**,25m미만,37.35,전세,202208,6,7350,0,1986.0,한글비석로,202209~202409,신규,-,,,단독다가구,37.6661065,127.06948626989912,5
1092,서울특별시 노원구 상계동,1**,8m미만,30.0,전세,202208,6,9400,0,1995.0,한글비석로24바길,202208~202408,갱신,사용,"1,000",40.0,단독다가구,37.6662286,127.06998,5
1093,서울특별시 노원구 상계동,7*,-,26.0,전세,202208,6,9500,0,,덕릉로,202208~202408,신규,-,,,단독다가구,37.6454361,127.0491039,2
1094,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202208,5,8000,0,2014.0,동일로186길,-,-,-,,,단독다가구,37.6253484,127.075036,1
1095,서울특별시 노원구 공릉동,5**,8m미만,21.48,전세,202208,5,13000,0,2013.0,동일로182길,202208~202308,신규,-,,,단독다가구,37.6238518,127.0760651,1
1096,서울특별시 노원구 공릉동,5**,8m미만,31.44,전세,202208,5,21000,0,2022.0,동일로182길,202208~202408,신규,-,,,단독다가구,37.6238518,127.0760651,1
1097,서울특별시 노원구 상계동,1**,8m미만,37.95,전세,202208,5,12000,0,1995.0,한글비석로24바길,-,-,-,,,단독다가구,37.6662286,127.06998,5
1101,서울특별시 노원구 상계동,1**,-,53.0,전세,202208,5,7000,0,,상계로37가길,-,-,-,,,단독다가구,37.6721649,127.0796531,8
1102,서울특별시 노원구 월계동,2**,8m미만,16.0,전세,202208,5,7500,0,2014.0,초안산로2길,202208~202308,신규,-,,,단독다가구,37.6338158,127.0582095,1
